Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
scooby_state_41a490|18|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404da0|54|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df02|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|2|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404828|49|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|19|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cb97|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40803b|0|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404e5b|57|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_453723|22|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407470|17|-46 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d40e|34|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f882|34|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a008|0|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e26c|20|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf19|60|54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c15|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|48|0 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|35|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|63|8 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_43df6d|55|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418e09|50|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df56|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407e85|58|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|16|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b697|26|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3c4|15|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|8|-12 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4048bc|40|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440050|1|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407ad0|43|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419b42|10|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441f10|60|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40afbf|22|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a440|17|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41f4c4|19|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404ec0|59|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408087|2|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf9b|62|53 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d481|18|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fab8|42|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407e48|57|51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a8e0|35|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440a35|40|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e092|4|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d08a|58|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407731|28|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|6|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef7f|27|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|31|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_487a78|41|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf89|62|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404b43|63|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4094b1|0|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b8c0|35|32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407f80|62|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|46|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4076ca|34|34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|47|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf2b|60|45 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c90|50|11 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_407890|34|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_450c8b|22|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|40|21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404828|45|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef7f|48|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cd19|55|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e371|13|-47 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438c85|50|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44101f|0|-30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a843|48|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef18|60|54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|9|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43efc3|63|14 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43aa02|40|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4070a0|2|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cbef|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a478|17|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|7|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|22|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4063c0|15|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a7c3|31|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4c6f90|62|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a284|10|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_411070|26|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|51|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3cd|19|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a4df|12|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|11|-1 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b5c0|23|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|40|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41be14|38|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b284|10|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_449712|10|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf19|60|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e150|36|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|39|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c42|49|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ab04|44|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e180|6|-56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a180|6|-41 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1b0|6|-41 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|63|53 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0c2|61|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452445|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8c0|35|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4896c0|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407bd0|47|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_442704|28|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440eef|59|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c82|50|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c42|49|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a346|30|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4408c3|35|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409613|16|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41317e|45|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4390f8|3|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407731|28|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|25|-27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4080ab|2|-51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_405907|36|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407b46|45|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e26c|8|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ab43|45|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43954f|21|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f742|29|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cec3|59|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b0c0|3|-60 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf9b|62|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407f80|62|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ec00|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438fc3|63|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e481|51|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4048b3|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c19|16|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d000|0|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a500|20|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f642|25|-33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440965|4|-35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf3d|60|47 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cbef|51|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a910|36|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d089|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4089c4|39|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|51|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e371|13|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cb45|45|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c42|49|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bb42|45|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f68a|26|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4394c2|19|-43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ebf0|47|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d5b3|22|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|11|-38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d091|16|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e970|37|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b8c0|35|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439543|21|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41fa90|42|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4048f6|35|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf19|60|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407684|26|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|19|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e982|38|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cd50|53|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43948c|48|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404f0d|5|-11 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4047bf|40|35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4048bc|40|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41c1e0|19|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a910|36|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|47|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ec00|48|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|43|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ce80|58|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ab43|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4095b3|4|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419b42|13|-32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a018|0|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a570|21|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43da2f|40|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|18|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b704|28|-21 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_449f20|60|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418e09|42|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f181|6|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41afc0|58|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f047|1|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8c0|35|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef7f|16|-2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457634|6|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e01e|19|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43efc3|63|17 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|48|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d6e3|39|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e4c2|19|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|55|40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d201|8|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b50c|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e192|6|-50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a601|24|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e041|1|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404802|32|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|18|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4896a1|26|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40af4e|62|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e9d0|39|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407943|37|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b216|8|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0e0|3|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfc3|63|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|21|5 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|20|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|56|51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|55|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419b42|46|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a843|49|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441fe4|63|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b6c0|27|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4088b1|34|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40cc00|48|11 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f5c|61|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ac40|49|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407641|25|3 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|35|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41ad81|54|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408a40|41|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419a5a|29|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4086a8|26|23 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407782|30|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404fd0|63|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441164|5|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_405550|21|-41 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf9b|62|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40624d|45|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f9d|20|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408fa6|48|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3cd|17|-31 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf9b|62|54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf2b|53|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|41|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409580|22|21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c82|50|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f082|2|-58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440a80|42|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4076ca|39|0 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40abc2|47|3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|13|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4094b1|35|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4089b7|16|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404b7c|33|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b158|5|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44c5f6|44|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|30|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|44|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d5b3|22|-40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4066e0|11|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|24|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439596|47|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419a5a|8|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_442dc2|55|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407e30|61|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b284|10|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407990|38|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3cd|22|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e0ad|53|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408cc4|51|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e192|6|-49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a284|10|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a0b0|2|-28 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438f40|61|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a680|26|24 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e340|13|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407de1|60|7 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406046|1|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|29|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4078a0|34|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|9|-22 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_489004|0|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41bb06|22|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfa8|62|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|39|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a0b0|2|-51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
